ID,CATEGORY,NAME,PLACE_ID,LAT,LNG,ICON,RATING,REFERENCE,TYPE
P138,PLACES OF WORSHIP,Devagiri Varapada Sree Venkateshwara Temple,ChIJ--L-_YMVrjsR0Hnxo5zbFC4,12.9259169,77.5678223,https://maps.gstatic.com/mapfiles/place_api/icons/worship_hindu-71.png,4.7,ChIJ--L-_YMVrjsR0Hnxo5zbFC4,"['hindu_temple', 'place_of_worship', 'point_of_interest', 'establishment']"
P139,PLACES OF WORSHIP,St. Patrick's Church,ChIJP3DMwH8WrjsRwI1WnfVpMLo,12.9701534,77.6058988,https://maps.gstatic.com/mapfiles/place_api/icons/worship_general-71.png,4.6,ChIJP3DMwH8WrjsRwI1WnfVpMLo,"['church', 'place_of_worship', 'point_of_interest', 'establishment']"
P140,PLACES OF WORSHIP,Infant Jesus Church,ChIJlTBafjoUrjsRc99a3-6HCY4,12.9536733,77.6187677,https://maps.gstatic.com/mapfiles/place_api/icons/worship_general-71.png,4.7,ChIJlTBafjoUrjsRc99a3-6HCY4,"['church', 'place_of_worship', 'point_of_interest', 'establishment']"
P141,PLACES OF WORSHIP,"City Harvest AG Church, Bangalore",ChIJ62dIVj0XrjsRLo3X7ZQaBNU,13.0251039,77.628761,https://maps.gstatic.com/mapfiles/place_api/icons/worship_general-71.png,4.7,ChIJ62dIVj0XrjsRLo3X7ZQaBNU,"['church', 'place_of_worship', 'point_of_interest', 'establishment']"
P142,PLACES OF WORSHIP,St. Andrew's Presbyterian Church,ChIJxV_tL30WrjsRS4Sl5WklBvE,12.9792462,77.604275,https://maps.gstatic.com/mapfiles/place_api/icons/worship_general-71.png,4.5,ChIJxV_tL30WrjsRS4Sl5WklBvE,"['church', 'place_of_worship', 'point_of_interest', 'establishment']"
P143,PLACES OF WORSHIP,All Peoples Church Central,ChIJ7aYylH4WrjsRlAAPnx8mx1A,12.9720522,77.6040556,https://maps.gstatic.com/mapfiles/place_api/icons/worship_general-71.png,4.7,ChIJ7aYylH4WrjsRlAAPnx8mx1A,"['church', 'place_of_worship', 'point_of_interest', 'establishment']"
P144,PLACES OF WORSHIP,All Peoples Church & World Outreach Office,ChIJHV5YTi8XrjsRZ1V7LTpY1WU,13.0208806,77.6430362,https://maps.gstatic.com/mapfiles/place_api/icons/worship_general-71.png,4.7,ChIJHV5YTi8XrjsRZ1V7LTpY1WU,"['church', 'place_of_worship', 'point_of_interest', 'establishment']"
P145,PLACES OF WORSHIP,St.Lukes Church,ChIJK_wFQ_sVrjsRFWf7AAfCz1c,12.9596719,77.5722407,https://maps.gstatic.com/mapfiles/place_api/icons/worship_general-71.png,4.5,ChIJK_wFQ_sVrjsRFWf7AAfCz1c,"['church', 'place_of_worship', 'point_of_interest', 'establishment']"
P146,PLACES OF WORSHIP,All Peoples Church (South),ChIJlY_pqp0VrjsR9tbD5SUmoSI,12.9295737,77.5737647,https://maps.gstatic.com/mapfiles/place_api/icons/worship_general-71.png,4.5,ChIJlY_pqp0VrjsR9tbD5SUmoSI,"['church', 'place_of_worship', 'point_of_interest', 'establishment']"
P147,PLACES OF WORSHIP,Bethel AG Church,ChIJnzvHmpAXrjsR7yIUIY5SYJE,13.0426964,77.5956364,https://maps.gstatic.com/mapfiles/place_api/icons/worship_general-71.png,4.8,ChIJnzvHmpAXrjsR7yIUIY5SYJE,"['church', 'place_of_worship', 'point_of_interest', 'establishment']"
P148,PLACES OF WORSHIP,Saint Anthony's Friary Church,ChIJK8BZqFsUrjsR_r8snke7nOM,12.9300866,77.6142901,https://maps.gstatic.com/mapfiles/place_api/icons/worship_general-71.png,4.6,ChIJK8BZqFsUrjsR_r8snke7nOM,"['church', 'place_of_worship', 'point_of_interest', 'establishment']"
P149,PLACES OF WORSHIP,St. George Jacobite Syriac Orthodox Church Marathahalli Bangalore,ChIJBwAAADUSrjsR_vV8LKjqrAs,12.952057,77.715572,https://maps.gstatic.com/mapfiles/place_api/icons/worship_general-71.png,4.5,ChIJBwAAADUSrjsR_vV8LKjqrAs,"['church', 'place_of_worship', 'point_of_interest', 'establishment']"
P150,PLACES OF WORSHIP,Holy Ghost Church,ChIJ6TAOPvsWrjsR6Ucq5rC6iVQ,13.0060643,77.6178573,https://maps.gstatic.com/mapfiles/place_api/icons/worship_general-71.png,4.7,ChIJ6TAOPvsWrjsR6Ucq5rC6iVQ,"['church', 'place_of_worship', 'point_of_interest', 'establishment']"
P151,PLACES OF WORSHIP,St. John's Church,ChIJnRSIo_QWrjsRAHKm4Fu0PpE,12.9917601,77.6130654,https://maps.gstatic.com/mapfiles/place_api/icons/worship_general-71.png,4.6,ChIJnRSIo_QWrjsRAHKm4Fu0PpE,"['church', 'place_of_worship', 'point_of_interest', 'establishment']"
P152,PLACES OF WORSHIP,All Saints Church,ChIJG4eRMtUVrjsROsLRSvWRnwo,12.9657758,77.6074843,https://maps.gstatic.com/mapfiles/place_api/icons/worship_general-71.png,4.4,ChIJG4eRMtUVrjsROsLRSvWRnwo,"['church', 'place_of_worship', 'point_of_interest', 'establishment']"
P153,PLACES OF WORSHIP,Agape Bible Church,ChIJib-UoOIWrjsR9Akh3glpiaA,13.0136359,77.6208839,https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,4.4,ChIJib-UoOIWrjsR9Akh3glpiaA,"['place_of_worship', 'church', 'point_of_interest', 'establishment']"
P154,PLACES OF WORSHIP,Christian Fellowship Church,ChIJj5-B1poZrjsRcPgLpPawCb0,13.0962759,77.6436424,https://maps.gstatic.com/mapfiles/place_api/icons/worship_general-71.png,4.9,ChIJj5-B1poZrjsRcPgLpPawCb0,"['church', 'place_of_worship', 'point_of_interest', 'establishment']"
P155,PLACES OF WORSHIP,Hudson Memorial CSI Church,ChIJo89bgnUWrjsRj2WQ6ROQ6LY,12.9674008,77.5879109,https://maps.gstatic.com/mapfiles/place_api/icons/worship_general-71.png,4.2,ChIJo89bgnUWrjsRj2WQ6ROQ6LY,"['church', 'place_of_worship', 'point_of_interest', 'establishment']"
P156,PLACES OF WORSHIP,Sacred Heart Church,ChIJgap37CoUrjsRY0EaTkaMBZw,12.966216,77.6097836,https://maps.gstatic.com/mapfiles/place_api/icons/worship_general-71.png,4.7,ChIJgap37CoUrjsRY0EaTkaMBZw,"['church', 'place_of_worship', 'point_of_interest', 'establishment']"
P157,PLACES OF WORSHIP,St Vincent Pallotti Church,ChIJFzusB9QWrjsR1zeJuiEa2hE,13.009482,77.6482541,https://maps.gstatic.com/mapfiles/place_api/icons/worship_general-71.png,4.6,ChIJFzusB9QWrjsR1zeJuiEa2hE,"['church', 'place_of_worship', 'point_of_interest', 'establishment']"
P158,PLACES OF WORSHIP,Our Lady of the Sacred Heart Church,ChIJzy7cOXATrjsR-PFRPWJhXPI,12.915313,77.6670877,https://maps.gstatic.com/mapfiles/place_api/icons/worship_general-71.png,4.8,ChIJzy7cOXATrjsR-PFRPWJhXPI,"['church', 'place_of_worship', 'point_of_interest', 'establishment']"
P159,HOTELS,"The Ritz-Carlton, Bangalore",ChIJM-8dtHgWrjsRf8ioCwDoiv4,12.9679703,77.6016427,https://maps.gstatic.com/mapfiles/place_api/icons/lodging-71.png,4.5,ChIJM-8dtHgWrjsRf8ioCwDoiv4,"['lodging', 'point_of_interest', 'establishment']"
P160,HOTELS,The Pride Hotel,ChIJc7idFdUVrjsRhfSovBgFLeg,12.964765,77.5996337,https://maps.gstatic.com/mapfiles/place_api/icons/lodging-71.png,4.1,ChIJc7idFdUVrjsRhfSovBgFLeg,"['lodging', 'point_of_interest', 'establishment']"
P161,HOTELS,Radisson Blu Atria Bengaluru,ChIJx154PW0WrjsREG4GX2L3FuI,12.979863,77.5862753,https://maps.gstatic.com/mapfiles/place_api/icons/lodging-71.png,4.3,ChIJx154PW0WrjsREG4GX2L3FuI,"['lodging', 'point_of_interest', 'establishment']"
P162,HOTELS,JW Marriott Hotel Bengaluru,ChIJSWBhxHkWrjsRK6iI2w8G5yE,12.9723618,77.5950513,https://maps.gstatic.com/mapfiles/place_api/icons/lodging-71.png,4.5,ChIJSWBhxHkWrjsRK6iI2w8G5yE,"['lodging', 'point_of_interest', 'establishment']"
P163,HOTELS,Hotel Chalukya Bangalore,ChIJ4V2HnWsWrjsRwkL40zFBN3A,12.984703,77.587675,https://maps.gstatic.com/mapfiles/place_api/icons/lodging-71.png,3.9,ChIJ4V2HnWsWrjsRwkL40zFBN3A,"['lodging', 'point_of_interest', 'establishment']"
P164,HOTELS,"ITC Gardenia, A Luxury Collection Hotel, Bengaluru",ChIJ0xbyLN12AjoR8oTQ7QgMPlI,12.9669848,77.5955521,https://maps.gstatic.com/mapfiles/place_api/icons/lodging-71.png,4.6,ChIJ0xbyLN12AjoR8oTQ7QgMPlI,"['spa', 'lodging', 'restaurant', 'point_of_interest', 'food', 'establishment']"
P165,HOTELS,"Shangri-La Hotel, Bengaluru",ChIJA4jxFg0WrjsR5sfp5nDG6ZM,12.99187,77.588293,https://maps.gstatic.com/mapfiles/place_api/icons/lodging-71.png,4.6,ChIJA4jxFg0WrjsR5sfp5nDG6ZM,"['lodging', 'point_of_interest', 'establishment']"
P166,HOTELS,The Leela Palace,ChIJ3ZvKfAYUrjsRGuckzDe-GxE,12.96065,77.6483552,https://maps.gstatic.com/mapfiles/place_api/icons/lodging-71.png,4.6,ChIJ3ZvKfAYUrjsRGuckzDe-GxE,"['lodging', 'point_of_interest', 'establishment']"
P167,HOTELS,Hotel Bangalore Gate,ChIJQ_bMnw4WrjsRji29_auRFEo,12.9736482,77.5791937,https://maps.gstatic.com/mapfiles/place_api/icons/lodging-71.png,3.9,ChIJQ_bMnw4WrjsRji29_auRFEo,"['lodging', 'point_of_interest', 'establishment']"
P168,HOTELS,"ITC Windsor, A Luxury Collection Hotel, Bengaluru",ChIJs3wvuUAWrjsRMh9IJ0XURTM,12.9941169,77.5860041,https://maps.gstatic.com/mapfiles/place_api/icons/lodging-71.png,4.6,ChIJs3wvuUAWrjsRMh9IJ0XURTM,"['lodging', 'restaurant', 'point_of_interest', 'food', 'establishment']"
P169,HOTELS,The LaLiT Ashok Bangalore,ChIJT8Ez_z4WrjsRI75yavX6r70,12.9919749,77.581773,https://maps.gstatic.com/mapfiles/place_api/icons/lodging-71.png,4.3,ChIJT8Ez_z4WrjsRI75yavX6r70,"['lodging', 'point_of_interest', 'establishment']"
P170,HOTELS,Sheraton Grand Bangalore Hotel at Brigade Gateway,ChIJ19Gew3g9rjsRNNRcuw2GMmg,13.0127271,77.5550357,https://maps.gstatic.com/mapfiles/place_api/icons/lodging-71.png,4.5,ChIJ19Gew3g9rjsRNNRcuw2GMmg,"['lodging', 'point_of_interest', 'establishment']"
P171,HOTELS,Hotel Royal Orchid Regenta Bangalore,ChIJYTtPUegTrjsRpqFc2EauAz8,12.957351,77.6440276,https://maps.gstatic.com/mapfiles/place_api/icons/lodging-71.png,4.2,ChIJYTtPUegTrjsRpqFc2EauAz8,"['lodging', 'restaurant', 'point_of_interest', 'food', 'establishment']"
P172,HOTELS,Holiday Inn Express & Suites Bengaluru Racecourse,ChIJnZPrnREWrjsROEt759f8xI8,12.9801631,77.5785971,https://maps.gstatic.com/mapfiles/place_api/icons/lodging-71.png,4.3,ChIJnZPrnREWrjsROEt759f8xI8,"['lodging', 'point_of_interest', 'establishment']"
P173,HOTELS,The Rialto Hotel,ChIJd-HPqxEWrjsRxI4YOfXVF_Y,12.980236,77.576583,https://maps.gstatic.com/mapfiles/place_api/icons/lodging-71.png,4.1,ChIJd-HPqxEWrjsRxI4YOfXVF_Y,"['lodging', 'point_of_interest', 'establishment']"
P174,HOTELS,Le Meridien Bangalore,ChIJD4gVO0AWrjsR2tNyxMV7GA0,12.9902552,77.5861482,https://maps.gstatic.com/mapfiles/place_api/icons/lodging-71.png,4.4,ChIJD4gVO0AWrjsR2tNyxMV7GA0,"['lodging', 'point_of_interest', 'establishment']"
P175,HOTELS,Bengaluru Marriott Hotel Whitefield,ChIJixmRVfERrjsR4-QBaxZrfW8,12.9792332,77.728456,https://maps.gstatic.com/mapfiles/place_api/icons/lodging-71.png,4.4,ChIJixmRVfERrjsR4-QBaxZrfW8,"['lodging', 'point_of_interest', 'establishment']"
P176,HOTELS,Hilton Bangalore Embassy GolfLinks,ChIJFTPFYBMWrjsRD18dOGW-rXQ,12.9488741,77.6453545,https://maps.gstatic.com/mapfiles/place_api/icons/lodging-71.png,4.5,ChIJFTPFYBMWrjsRD18dOGW-rXQ,"['lodging', 'point_of_interest', 'establishment']"
P177,HOTELS,The Chancery Hotel,ChIJrZpXvnkWrjsRUKTmlkuuXHU,12.975631,77.59928,https://maps.gstatic.com/mapfiles/place_api/icons/lodging-71.png,4,ChIJrZpXvnkWrjsRUKTmlkuuXHU,"['lodging', 'point_of_interest', 'establishment']"
P178,HOTELS,Royal Orchid Central Bangalore,ChIJsbMTaYQWrjsRVxGI79pQCbY,12.9751381,77.6148365,https://maps.gstatic.com/mapfiles/place_api/icons/lodging-71.png,4,ChIJsbMTaYQWrjsRVxGI79pQCbY,"['lodging', 'point_of_interest', 'establishment']"
P179,RESTAURANTS,Oota Bangalore,ChIJh0MVLo0RrjsRSbyNYTzI0hM,12.9823862,77.7218727,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,4.4,ChIJh0MVLo0RrjsRSbyNYTzI0hM,"['restaurant', 'food', 'point_of_interest', 'establishment']"
P180,RESTAURANTS,Edo | Japanese Restaurant and Bar,ChIJqR9kB9gVrjsRucoEIhijArU,12.967252,77.595643,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,4.4,ChIJqR9kB9gVrjsRucoEIhijArU,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
P181,RESTAURANTS,Flechazo | Whitefield,ChIJmxjeWPQRrjsR9S6-LsS6bhw,12.9773081,77.7248745,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,4.1,ChIJmxjeWPQRrjsR9S6-LsS6bhw,"['restaurant', 'food', 'store', 'point_of_interest', 'establishment']"
P182,RESTAURANTS,JW Kitchen,ChIJ_x_iR3cWrjsRwrvKa9lpKMA,12.9722164,77.5949172,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,4.4,ChIJ_x_iR3cWrjsRwrvKa9lpKMA,"['restaurant', 'food', 'point_of_interest', 'establishment']"
P183,RESTAURANTS,Rim Naam,ChIJC95nWoMWrjsR5xI0H01yZLA,12.9734674,77.6182098,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,4.4,ChIJC95nWoMWrjsR5xI0H01yZLA,"['restaurant', 'food', 'point_of_interest', 'establishment']"
P184,RESTAURANTS,Raj Pavilion,ChIJIRzcRT8WrjsRtXJm4UT0TuA,12.9941169,77.5860041,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,4.5,ChIJIRzcRT8WrjsRtXJm4UT0TuA,"['restaurant', 'food', 'point_of_interest', 'establishment']"
P185,RESTAURANTS,Karavalli,ChIJ5QD7Rn4WrjsRH_yAmEEDe3c,12.97232,77.608621,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,4.5,ChIJ5QD7Rn4WrjsRH_yAmEEDe3c,"['restaurant', 'food', 'point_of_interest', 'establishment']"
P186,RESTAURANTS,Sattvam Restaurant,ChIJm1G1mDYWrjsRvmk1hrhV21Y,13.0057013,77.5806293,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,4.4,ChIJm1G1mDYWrjsRvmk1hrhV21Y,"['restaurant', 'food', 'point_of_interest', 'establishment']"
P187,RESTAURANTS,Citrus,ChIJ84MVfAYUrjsRtlFdAqVxbi0,12.9602296,77.6485389,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,4.5,ChIJ84MVfAYUrjsRtlFdAqVxbi0,"['restaurant', 'food', 'point_of_interest', 'establishment']"
P188,RESTAURANTS,Persian Terrace at Sheraton Grand Bangalore Hotel at Brigade Gateway,ChIJ5xrlwng9rjsRxHEVifI7ViQ,13.0127271,77.5550357,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,4.3,ChIJ5xrlwng9rjsRxHEVifI7ViQ,"['restaurant', 'food', 'point_of_interest', 'establishment']"
P189,RESTAURANTS,Jamavar,ChIJt6I4ZQYUrjsR94dGcLTUbOc,12.9602192,77.6485175,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,4.5,ChIJt6I4ZQYUrjsR94dGcLTUbOc,"['restaurant', 'food', 'point_of_interest', 'establishment']"
P190,RESTAURANTS,The Cubbon Pavilion,ChIJBfyNCNgVrjsRqmLMmd-YQCc,12.9671752,77.596112,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,4.3,ChIJBfyNCNgVrjsRqmLMmd-YQCc,"['restaurant', 'food', 'point_of_interest', 'establishment']"
P191,RESTAURANTS,The Black Pearl,ChIJjzdGKk4UrjsRKqnBh8iwPYQ,12.9345121,77.6159997,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,4,ChIJjzdGKk4UrjsRKqnBh8iwPYQ,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
P192,RESTAURANTS,The Fisherman's Wharf,ChIJjy3YH3ATrjsRm2pRI8P87bM,12.914387,77.6665168,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,4.1,ChIJjy3YH3ATrjsRm2pRI8P87bM,"['restaurant', 'food', 'point_of_interest', 'establishment']"
P193,RESTAURANTS,La Brasserie Restaurant,ChIJmYGdPEAWrjsR_qXHeiORsoQ,12.9901924,77.5865027,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,4.4,ChIJmYGdPEAWrjsR_qXHeiORsoQ,"['restaurant', 'food', 'point_of_interest', 'establishment']"
P194,RESTAURANTS,"Chianti, Indiranagar",ChIJ85IJkKcWrjsRDcVh5mERk6s,12.9699707,77.6403255,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,4.4,ChIJ85IJkKcWrjsRDcVh5mERk6s,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
P195,RESTAURANTS,Truffles,ChIJdz4L2VEUrjsRvSsPGCwDl2I,12.9336352,77.614235,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,4.5,ChIJdz4L2VEUrjsRvSsPGCwDl2I,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']"
P196,RESTAURANTS,Yauatcha Bengaluru,ChIJyUumo5wWrjsRHLBqk6Vi9XI,12.9732218,77.620367,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,4.4,ChIJyUumo5wWrjsRHLBqk6Vi9XI,"['bar', 'bakery', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']"
P197,RESTAURANTS,Carrots Restaurant,ChIJuyWpr08UrjsR_tRuYPv6st4,12.938783,77.625797,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,4.3,ChIJuyWpr08UrjsR_tRuYPv6st4,"['restaurant', 'food', 'point_of_interest', 'establishment']"
P198,RESTAURANTS,Alto Vino,ChIJm8hEUfERrjsRQ-EH6uI41cE,12.9794677,77.7283024,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,4.4,ChIJm8hEUfERrjsRQ-EH6uI41cE,"['restaurant', 'food', 'point_of_interest', 'establishment']"
P199,BARS,"Gilly�s Resto Bar, Bangalore",ChIJDRTh6lEUrjsRJhhn5I6lIQ4,12.9330676,77.6145552,https://maps.gstatic.com/mapfiles/place_api/icons/bar-71.png,4.2,ChIJDRTh6lEUrjsRJhhn5I6lIQ4,"['bar', 'night_club', 'restaurant', 'food', 'point_of_interest', 'establishment']"
P200,BARS,Skyye,ChIJjfOyQ3cWrjsRz_TvsEoOQ0A,12.9714272,77.596508,https://maps.gstatic.com/mapfiles/place_api/icons/bar-71.png,4.2,ChIJjfOyQ3cWrjsRz_TvsEoOQ0A,"['night_club', 'bar', 'point_of_interest', 'establishment']"
P201,BARS,Monkey Bar,ChIJ5XPZzakWrjsRL2uOKrbxpRY,12.9704865,77.6452729,https://maps.gstatic.com/mapfiles/place_api/icons/bar-71.png,4.1,ChIJ5XPZzakWrjsRL2uOKrbxpRY,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
P202,BARS,The 13th Floor,ChIJXZGjsn0WrjsRcqfimwGhocs,12.9753124,77.6050648,https://maps.gstatic.com/mapfiles/place_api/icons/bar-71.png,4.3,ChIJXZGjsn0WrjsRcqfimwGhocs,"['night_club', 'bar', 'point_of_interest', 'establishment']"
P203,BARS,Toit Brewpub,ChIJc0JAFaUWrjsRRXSXJPX7YFo,12.9792514,77.6405569,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,4.5,ChIJc0JAFaUWrjsRRXSXJPX7YFo,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
P204,BARS,High Ultra Lounge,ChIJAauS2Io9rjsR1nsLNuuOMw4,13.0126719,77.5562232,https://maps.gstatic.com/mapfiles/place_api/icons/bar-71.png,4.1,ChIJAauS2Io9rjsR1nsLNuuOMw4,"['night_club', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
P205,BARS,I Bar,ChIJ67AqrJwWrjsRKwix2zjFOYA,12.9740521,77.6191307,https://maps.gstatic.com/mapfiles/place_api/icons/bar-71.png,3.9,ChIJ67AqrJwWrjsRKwix2zjFOYA,"['night_club', 'bar', 'point_of_interest', 'establishment']"
P206,BARS,Church Street Social,ChIJa96pe3wWrjsR0GMgr64hzXw,12.9757069,77.6026375,https://maps.gstatic.com/mapfiles/place_api/icons/cafe-71.png,4.3,ChIJa96pe3wWrjsR0GMgr64hzXw,"['cafe', 'bar', 'food', 'point_of_interest', 'establishment']"
P207,BARS,The Black Rabbit,ChIJG5dt8acWrjsRs96loIdyaN4,12.969806,77.6410715,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,4.1,ChIJG5dt8acWrjsRs96loIdyaN4,"['night_club', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
P208,BARS,Prost,ChIJwbs1iGcUrjsRLCNFL4XuhCE,12.933118,77.6307065,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,4.2,ChIJwbs1iGcUrjsRLCNFL4XuhCE,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
P209,BARS,Watson's,ChIJbzdSFhEVrjsR1xWwXRixp3U,12.9065812,77.5925152,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,4,ChIJbzdSFhEVrjsR1xWwXRixp3U,"['restaurant', 'bar', 'food', 'point_of_interest', 'establishment']"
P210,BARS,Windmills Craftworks,ChIJd5CMLo0RrjsRboHwm9XNEzg,12.9823956,77.7218731,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,4.4,ChIJd5CMLo0RrjsRboHwm9XNEzg,"['night_club', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
P211,BARS,Bootlegger,ChIJI6nZxnkWrjsRvi734wGp5N4,12.9712936,77.5975888,https://maps.gstatic.com/mapfiles/place_api/icons/bar-71.png,4.1,ChIJI6nZxnkWrjsRvi734wGp5N4,"['bar', 'point_of_interest', 'establishment']"
P212,BARS,Hakuna Matata,ChIJAWNPNz8VrjsRmm4btDLh1Sw,12.8941834,77.5866824,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,4.3,ChIJAWNPNz8VrjsRmm4btDLh1Sw,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
P213,BARS,Arbor Brewing Company - Brewpub & Eatery,ChIJV9YdrIEWrjsRyCAygrncHJA,12.9702759,77.6108893,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,4.4,ChIJV9YdrIEWrjsRyCAygrncHJA,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
P214,BARS,Loft 38,ChIJ36n9s7MWrjsR1I8y6pFw63Q,12.9711882,77.6409023,https://maps.gstatic.com/mapfiles/place_api/icons/bar-71.png,4,ChIJ36n9s7MWrjsR1I8y6pFw63Q,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
P215,BARS,The Biere Club,ChIJMYFexnkWrjsRMszkT3qrDa0,12.9709519,77.5975053,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,4.3,ChIJMYFexnkWrjsRMszkT3qrDa0,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
P216,BARS,Sotally Tober - Koramangala,ChIJMXkoc2cUrjsRp9LGekBf7g0,12.9317829,77.6322255,https://maps.gstatic.com/mapfiles/place_api/icons/bar-71.png,4,ChIJMXkoc2cUrjsRp9LGekBf7g0,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
P217,BARS,"Liquid Bar, Hyatt Centric MG Road Bangalore",ChIJ9wOQiJwWrjsRslKa-a5KQT8,12.9740815,77.6235405,https://maps.gstatic.com/mapfiles/place_api/icons/bar-71.png,3.9,ChIJ9wOQiJwWrjsRslKa-a5KQT8,"['bar', 'night_club', 'point_of_interest', 'establishment']"
P218,BARS,Deja Vu Restaurant and Bar,ChIJfdOHVAQVrjsRDk2UpeyZFWw,12.9140622,77.5995362,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,4,ChIJfdOHVAQVrjsRDk2UpeyZFWw,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
P219,STREET FOOD,Venky Kabab - Street Food Non Veg,ChIJ89Af_yc9rjsRF9q2Ap4gnN8,13.042271,77.516256,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,5,ChIJ89Af_yc9rjsRF9q2Ap4gnN8,"['restaurant', 'food', 'point_of_interest', 'establishment']"
P220,STREET FOOD,Raja Market (Night Food Street),ChIJhVFWiwkWrjsRD18DJnpqjqI,12.9677637,77.5790066,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,4.3,ChIJhVFWiwkWrjsRD18DJnpqjqI,"['restaurant', 'food', 'point_of_interest', 'establishment']"
P221,STREET FOOD,Street Foods by Punjab Grill,ChIJkyElDsNrrjsRJ51mUs88HoQ,12.8758153,77.5956604,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,3,ChIJkyElDsNrrjsRJ51mUs88HoQ,"['restaurant', 'food', 'point_of_interest', 'establishment']"
P222,STREET FOOD,Vv Puram Food Street,ChIJP9r7DDgVrjsR2qQKPiie8oI,12.950964,77.577648,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,4.3,ChIJP9r7DDgVrjsR2qQKPiie8oI,"['food', 'point_of_interest', 'establishment']"
P223,STREET FOOD,Khan Saheb Grills and Rolls,ChIJVXXw56AWrjsReU8ko_p4wbE,12.9713971,77.635011,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,3.9,ChIJVXXw56AWrjsReU8ko_p4wbE,"['restaurant', 'food', 'point_of_interest', 'establishment']"
P224,STREET FOOD,Egg Dosa - Famous Street Food,ChIJe08q8AEVrjsRlzJF1Py_fW8,12.917635,77.6069061,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,3.8,ChIJe08q8AEVrjsRlzJF1Py_fW8,"['restaurant', 'food', 'point_of_interest', 'establishment']"
P225,STREET FOOD,Chaat street,ChIJZQ_h7kMUrjsRFhS_CuTcRqw,12.93955,77.6259439,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,3.7,ChIJZQ_h7kMUrjsRFhS_CuTcRqw,"['restaurant', 'food', 'point_of_interest', 'establishment']"
